ts_norm1 G1 Narrow {Start Time of Norm. Analysis} [Europe/London],Δt_norm1 G1 Narrow/s {Duration of Norm. Analysis},U_trms1 G2 Wide/V {RMS of U},U_trms2 G2 Wide/V {RMS of U},U_trms3 G2 Wide/V {RMS of U},I_trms1 G2 Wide/A {RMS of I},I_trms2 G2 Wide/A {RMS of I},I_trms3 G2 Wide/A {RMS of I},I_dc1 G1 Wide/A {DC Value of I},U_dc1 G1 Wide/V {DC Value of U},P_AC_{scr},P_DC_{scr},P_mech_{scr},SPEED_{scr},Speed,Torque_{scr},Loss_inv_{scr},Loss_mtr_{scr},Loss_sys_{scr},Eff_sys_{scr},Eff_mtr_{scr}
44301.81,0.01,96.21,95.59,96.08,155.76,157.39,154.86,-75.11,223.76,-17721.1,-16810.4,-24855.6,0,-5744.22,41.32,910.66,7134.58,8045.24,67.63,71.3
44301.81,0.01,95.94,95.88,96.24,155.97,156.83,154.14,-74.69,223.84,-17622.6,-16720.1,-25857,0,-5745.44,42.98,902.53,8234.46,9136.99,64.66,68.15
44301.81,0.01,95.62,95.54,95.61,156.43,156.82,154.53,-70.75,223.65,-16652.4,-15828.2,-19957.6,0,-5750.39,33.14,824.19,3305.26,4129.45,79.31,83.44
44301.81,0.01,95.87,95.55,95.79,157.64,158.31,156.89,-79.74,223.8,-18752.2,-17849.6,-23336,0,-5744.35,38.79,902.57,4583.78,5486.35,76.49,80.36
44301.81,0.01,96.63,96.14,96.21,155.05,156.03,154.53,-75.97,224.38,-17935.7,-17048.3,-26950.1,0,-5761.53,44.67,887.37,9014.35,9901.73,63.26,66.55
44301.81,0.01,95.65,95.78,96.06,156.76,157.55,155.07,-76.2,224.13,-17962.6,-17081.1,-20896.1,0,-5747.97,34.72,881.49,2933.57,3815.06,81.74,85.96
44301.81,0.01,96.15,95.99,96.24,155.88,157.24,154.94,-77.87,224.35,-18331.5,-17473.9,-23819.2,0,-5743.3,39.6,857.64,5487.72,6345.36,73.36,76.96
44301.81,0.01,96.31,96.14,96.34,156.51,156.45,154.92,-79.02,224.2,-18634,-17719.5,-28746.7,0,-5746.24,47.77,914.51,10112.7,11027.2,61.64,64.82
44301.81,0.01,96.11,95.81,95.95,156.14,156.48,155.22,-74.36,224.18,-17529.6,-16671.5,-22631.8,0,-5766.02,37.48,858.09,5102.23,5960.32,73.66,77.46
44301.81,0.01,95.95,95.9,96.18,156.07,157.32,154.91,-76.61,224.08,-18077.9,-17168.6,-21133.9,0,-5744.61,35.13,909.23,3056.04,3965.27,81.24,85.54
44301.81,0.01,96.37,95.99,96.15,155.86,156.53,155.17,-76.75,224.25,-18110.3,-17216.3,-28162.6,0,-5763.3,46.66,894.08,10052.2,10946.3,61.13,64.31
44301.81,0.01,95.63,95.56,95.81,156.67,157.88,155.38,-76,223.75,-17859.9,-17008.5,-24260.2,0,-5767.03,40.17,851.33,6400.33,7251.67,70.11,73.62
44301.81,0.01,96.2,96.3,96.15,155.92,156.41,154.86,-78.35,224.28,-18485.1,-17576.6,-18836.1,0,-5742.8,31.32,908.48,351.06,1259.54,93.31,98.14
44301.81,0.01,95.44,95.19,95.44,157.41,157.33,155.45,-71.71,223.29,-16863,-16014.2,-25199.4,0,-5746.57,41.87,848.75,8336.49,9185.24,63.55,66.92
44301.81,0.01,96.35,96.08,96.18,155.4,155.92,154.22,-76.99,223.77,-18144.2,-17229.7,-27273.8,0,-5765.31,45.17,914.5,9129.57,10044.1,63.17,66.53
44301.81,0.01,95.58,95.62,95.64,156.65,157.62,154.93,-75.04,223.17,-17598.8,-16750.1,-21892.5,0,-5744.42,36.39,848.78,4293.62,5142.39,76.51,80.39
44301.81,0.01,95.79,95.7,95.82,156.95,157.39,155.2,-77.93,223.62,-18309.2,-17429.4,-21989.9,0,-5745.13,36.55,879.75,3680.76,4560.51,79.26,83.26
44301.81,0.01,95.82,95.86,95.84,156.04,156.47,154.67,-74.97,223.53,-17676.9,-16760.7,-25107.2,0,-5783.92,41.45,916.18,7430.25,8346.43,66.76,70.41
44301.81,0.01,95.46,95.17,95.7,157.01,157.16,155.36,-73.38,223.15,-17220.4,-16379.1,-26343.9,0,-5762.47,43.66,841.36,9123.51,9964.87,62.17,65.37
44301.81,0.01,96.48,96.22,96.19,156.71,157.69,156.01,-81.96,224,-19306.6,-18362.6,-19069.3,0,-5744.74,31.7,944.08,-237.38,706.7,96.29,101.25
44301.81,0.01,96.45,95.91,96.23,156.24,157.44,155.74,-81.57,224.31,-19171.9,-18299.6,-26543.4,0,-5799.58,43.71,872.37,7371.42,8243.8,68.94,72.23
44301.81,0.01,95.83,95.84,95.87,155.8,155.78,153.57,-71.37,223.73,-16844.6,-15972.2,-28576.7,0,-5760.78,47.37,872.44,11732.1,12604.6,55.89,58.95
44301.81,0.01,95.87,95.42,95.75,156.71,157.64,156.11,-77.79,223.25,-18214.4,-17368.3,-19040,0,-5746.19,31.64,846.09,825.55,1671.64,91.22,95.66
44301.81,0.01,95.91,95.6,95.67,156.21,157.13,155.54,-74.92,223.54,-17645.9,-16751.1,-24487.5,0,-5767.15,40.55,894.8,6841.62,7736.42,68.41,72.06
44301.81,0.01,95.9,95.76,96.26,156.43,157.71,155.49,-78.06,223.79,-18383.5,-17471.8,-28190.5,0,-5746.44,46.85,911.65,9807.03,10718.7,61.98,65.21
44301.81,0.01,96.59,96.43,96.59,155.21,156.67,154.01,-80.87,224.33,-19027.5,-18145.8,-20657.1,0,-5759.94,34.25,881.75,1629.57,2511.32,87.84,92.11
44301.81,0.01,95.68,95.26,95.56,156.17,157.41,154.99,-72.61,223.32,-17089.9,-16218.7,-22292.6,0,-5747.45,37.04,871.28,5202.61,6073.89,72.75,76.66
44301.81,0.01,95.86,95.7,95.84,156.5,156.71,155.04,-76.29,223.43,-17936.2,-17047.5,-26713.2,0,-5763.25,44.26,888.73,8776.99,9665.73,63.82,67.14
44301.81,0.01,95.29,95.3,95.52,156.97,157.72,155.64,-74.02,222.79,-17383.2,-16495.1,-23440.1,0,-5745.29,38.96,888.13,6056.83,6944.96,70.37,74.16
44301.81,0.01,96.61,96.25,96.53,156.26,157.57,155.65,-84.54,224.51,-19916.5,-18982.4,-22629.9,0,-5747.33,37.6,934.12,2713.43,3647.56,83.88,88.01
44301.81,0.01,96.51,96.36,96.51,155.93,156.65,154.11,-79.98,224.66,-18838.8,-17971,-26924.6,0,-5779.81,44.48,867.88,8085.78,8953.67,66.75,69.97
44301.81,0.01,95.85,95.81,95.72,156.15,156.51,154.82,-73.25,223.63,-17263.2,-16385.7,-24505.2,0,-5778.56,40.5,877.54,7242,8119.54,66.87,70.45
44301.81,0.01,95.56,95.37,95.51,157.43,157.75,155.68,-74.76,223.23,-17593.9,-16693.3,-21462.2,0,-5783.44,35.44,900.56,3868.32,4768.87,77.78,81.98
44301.81,0.01,96.07,95.97,96.09,156.68,156.75,155.27,-78.84,223.7,-18561.1,-17639.8,-26460.7,0,-5766.55,43.82,921.35,7899.61,8820.97,66.66,70.15
44301.81,0.01,96.32,95.97,96.4,156.29,157.06,154.97,-80.47,224.37,-18891.7,-18058.2,-24129.7,0,-5742.27,40.13,833.52,5237.92,6071.45,74.84,78.29
44301.81,0.01,96,96.1,96.2,156.44,157.72,154.81,-79.98,224,-18780.1,-17919.5,-21304.2,0,-5745.79,35.41,860.59,2524.09,3384.68,84.11,88.15
44301.81,0.01,95.74,95.68,95.81,155.79,156.48,154.37,-72.21,223.31,-16980.9,-16128.2,-27936.9,0,-5782.13,46.14,852.77,10955.9,11808.7,57.73,60.78
44301.81,0.01,95.83,95.34,95.72,157.39,157.37,155.56,-77.58,223.19,-18228.5,-17318.9,-23559.8,0,-5761.19,39.05,909.6,5331.29,6240.89,73.51,77.37
44301.81,0.01,96.29,96.1,96.36,156.28,156.95,154.69,-80.96,224.14,-19025.6,-18149.3,-20873,0,-5746.66,34.68,876.35,1847.39,2723.73,86.95,91.15
44301.81,0.01,96.45,95.97,96.39,155.86,157.4,155.23,-81.02,224.38,-19063,-18181.9,-28654.9,0,-5748.71,47.6,881.04,9591.9,10472.9,63.45,66.53
44301.81,0.01,95.92,95.7,96,155.66,156.97,154.71,-74.12,223.73,-17453.9,-16585.9,-25103.5,0,-5759.35,41.62,867.97,7649.59,8517.55,66.07,69.53
44301.81,0.01,95.73,95.62,95.9,157.1,157.93,156.07,-78.9,223.76,-18537.4,-17656.2,-18189.5,0,-5764.02,30.13,881.16,-347.93,533.23,97.07,101.91
44301.81,0.01,96.15,96,96.09,157.39,157.48,155.71,-80.62,224.23,-18966.5,-18079.2,-27952.6,0,-5750.29,46.42,887.27,8986.12,9873.39,64.68,67.85
44301.81,0.01,96.55,96.21,96.34,155.21,156.06,154.92,-77.89,224.08,-18308.1,-17457.9,-27741.2,0,-5742.47,46.13,850.25,9433.07,10283.3,62.93,66
44301.81,0.01,95.8,95.51,95.96,155.59,156.66,154.51,-72.17,223.4,-17082.9,-16125.8,-18767,0,-5746.28,31.19,957.19,1684.09,2641.28,85.93,91.03
44301.81,0.01,95.61,95.39,95.66,157.08,158.25,155.74,-77.58,223.37,-18182.9,-17332,-22287,0,-5750.32,37.01,850.88,4104.04,4954.92,77.77,81.59
44301.81,0.01,95.82,95.78,95.85,157.04,157.46,155.15,-78.49,223.42,-18405,-17540,-29016.5,0,-5744.13,48.24,865.02,10611.5,11476.5,60.45,63.43
44301.81,0.01,95.62,95.58,95.74,156.32,156.43,155.07,-72.76,223.15,-17098.9,-16240.1,-24899.9,0,-5745.7,41.38,858.8,7801,8659.8,65.22,68.67
44301.81,0.01,95.89,95.57,95.81,156.16,156.81,155.38,-74.91,223.37,-17582.6,-16735.6,-17500.9,0,-5766.68,28.98,846.98,-81.62,765.36,95.63,100.47
44301.81,0.01,95.64,95.09,95.74,156.59,157.75,155.26,-73.85,223,-17373.7,-16473.2,-22973.2,0,-5743.85,38.19,900.49,5599.56,6500.06,71.71,75.63
44301.81,0.01,95.76,96.17,95.94,157.04,157.17,154.73,-77.84,223.61,-18278.1,-17409.1,-28525.6,0,-5745.17,47.41,869.04,10247.4,11116.5,61.03,64.08
44301.81,0.01,95.42,95.28,95.52,157.17,157.57,155.16,-71.26,223.18,-16794.7,-15907.9,-23891.8,0,-5767.43,39.56,886.78,7097.11,7983.88,66.58,70.29
44301.81,0.01,96.38,96.1,96.21,155.32,156,154.74,-76.72,224.12,-18060.7,-17199,-19143.9,0,-5741.62,31.84,861.71,1083.21,1944.92,89.84,94.34
44301.81,0.01,95.73,95.12,95.62,156.81,157.97,155.68,-73.31,223.53,-17252.2,-16388.9,-25000.3,0,-5763.24,41.42,863.31,7748.07,8611.38,65.55,69.01
44301.81,0.01,96.2,96.15,96.43,156.83,158.34,155.18,-81.56,224.18,-19236.3,-18287.9,-25652.5,0,-5767.41,42.47,948.39,6416.16,7364.54,71.29,74.99
44301.81,0.01,96.31,95.97,96.14,155.17,156.47,155.06,-75.28,224.61,-17792.2,-16912,-22641.8,0,-5775.59,37.44,880.23,4849.61,5729.85,74.69,78.58
44301.81,0.01,95.87,95.41,95.99,158.1,158.82,156.65,-80.63,224.41,-18933.3,-18097.8,-23372.1,0,-5797.81,38.5,835.51,4438.86,5274.38,77.43,81.01
44301.81,0.01,96.28,96.27,96.19,154.94,155.41,153.74,-72.03,224.41,-17071.7,-16167.2,-25347.8,0,-5749.32,42.1,904.47,8276.09,9180.56,63.78,67.35
44301.81,0.01,96.15,95.3,96.01,156.99,158.15,156.54,-78.97,223.96,-18567.8,-17690.3,-25890.9,0,-5744.65,43.04,877.49,7323.12,8200.61,68.33,71.72
44301.81,0.01,96.02,95.89,95.94,155.45,156.3,154.63,-74.72,224.29,-17671.3,-16763.1,-19501.3,0,-5763.23,32.31,908.26,1830.01,2738.27,85.96,90.62
44301.81,0.01,96.34,96.49,96.56,157.77,158.31,156,-85.43,224.85,-20118.6,-19212.9,-27652.7,0,-5766.53,45.79,905.72,7534.08,8439.8,69.48,72.75
44301.81,0.01,95.92,95.81,95.89,155.57,156.02,154.4,-70.84,223.99,-16730.2,-15870.5,-26474.4,0,-5743.18,44.02,859.69,9744.19,10603.9,59.95,63.19
44301.81,0.01,96.04,95.57,95.97,155.87,157.05,155.45,-75.43,223.7,-17752.7,-16876.2,-19020.8,0,-5780.11,31.42,876.44,1268.11,2144.56,88.73,93.33
44301.81,0.01,96.12,95.73,96.09,156.77,157.92,155.75,-79.72,224.33,-18753.1,-17887.2,-25019.7,0,-5749.17,41.56,865.97,6266.54,7132.52,71.49,74.95
44301.81,0.01,96.13,96.25,96.35,156.01,157.27,154.59,-78.05,224.23,-18425.5,-17505.3,-27259.3,0,-5760.64,45.19,920.23,8833.77,9754,64.22,67.59
44301.81,0.01,96.29,96.24,96.51,155.75,156.76,154.52,-78.78,224.51,-18563,-17690.7,-21746.9,0,-5743.72,36.16,872.28,3183.91,4056.19,81.35,85.36
44301.81,0.01,95.33,95.2,95.49,157.73,157.61,156.02,-73.73,223.34,-17323.7,-16470.3,-22694.1,0,-5767.9,37.57,853.41,5370.39,6223.8,72.58,76.34
44301.81,0.01,96.38,96.07,96.22,155.77,157.1,155.17,-79.88,224.17,-18774.4,-17908.7,-28659.7,0,-5744.53,47.64,865.73,9885.32,10751,62.49,65.51
44301.81,0.01,96.1,95.56,96.07,156.22,157.44,155.95,-76.7,224.05,-18060.1,-17188.1,-20776.5,0,-5744.01,34.54,872.07,2716.36,3588.42,82.73,86.93
44301.81,0.01,96.06,96.05,96.05,156.16,157.07,154.91,-78.47,224.29,-18455.5,-17603.2,-23691,0,-5749.41,39.35,852.31,5235.53,6087.85,74.3,77.9
44301.81,0.01,95.59,95.64,95.81,156.06,157.22,154.51,-72.05,223.3,-16988.3,-16091,-27447.1,0,-5779.49,45.35,897.28,10458.8,11356.1,58.63,61.89
44301.81,0.01,95.73,95.52,95.76,156.64,157.62,155.39,-76.21,223.39,-17883.4,-17027.6,-20710,0,-5779.5,34.22,855.79,2826.55,3682.34,82.22,86.35
44301.81,0.01,95.9,95.63,95.89,156.43,157.24,155.42,-76.02,223.44,-17850.4,-16989.3,-20773.7,0,-5766.46,34.4,861.12,2923.33,3784.45,81.78,85.93
44301.81,0.01,96.16,95.64,96.44,156.44,158.1,156.28,-82.46,224.1,-19346,-18483.8,-29422.4,0,-5745.33,48.9,862.2,10076.4,10938.6,62.82,65.75
44301.81,0.01,96.33,96.12,96.3,155.69,156.77,154.66,-77.67,224.34,-18304,-17428.3,-25089.9,0,-5759.71,41.6,875.66,6785.93,7661.59,69.46,72.95
44301.81,0.01,96.24,96.04,96.39,156.62,157.07,155.29,-80.85,224.31,-19049.6,-18139.4,-20016.1,0,-5763.73,33.16,910.18,966.54,1876.71,90.62,95.17
44301.81,0.01,95.8,95.72,96.03,155.62,155.95,154.54,-72.93,223.6,-17182.3,-16310.5,-27372.3,0,-5746.82,45.48,871.81,10189.9,11061.7,59.59,62.77
44301.81,0.01,95.98,95.29,95.75,157.55,158.76,156.65,-80.02,223.61,-18780.3,-17899.1,-27197.1,0,-5745.92,45.2,881.2,8416.86,9298.07,65.81,69.05
44301.81,0.01,96.95,96.49,97.11,166.64,167.54,165.68,-109.75,226.87,-26012.3,-24938.8,-24134.3,0,-5761.68,40,1073.49,-1878.07,-804.58,103.33,107.78
44301.81,0.01,97.13,97.07,97.68,169.25,169.89,167.6,-115.8,230.37,-27680.6,-26679.4,-32956.9,0,-5737.94,54.85,1001.22,5276.34,6277.56,80.95,83.99
44301.81,0.01,97.24,97.57,97.74,168.54,168.78,165.97,-113.36,230.16,-27073.5,-26094.8,-39241.7,0,-5735.55,65.33,978.78,12168.2,13146.9,66.5,68.99
44301.81,0.01,97.27,97.06,97.43,169.28,169.88,167.79,-115.71,229.65,-27549.3,-26577.8,-31422.7,0,-5743.99,52.24,971.44,3873.43,4844.87,84.58,87.67
44301.81,0.01,97.95,97.75,98.14,170.12,170.24,168.63,-121.79,230.72,-29117.3,-28102.8,-37794.1,0,-5782.25,62.42,1014.51,8676.84,9691.35,74.36,77.04
44301.81,0.01,97.44,97.63,97.73,168.41,169.52,166.45,-115.16,230.15,-27516.4,-26507.1,-37127,0,-5763.31,61.52,1009.29,9610.66,10619.9,71.4,74.11
44301.81,0.01,96.58,96.64,97.08,168.64,169.88,166.95,-112.16,228.83,-26612.9,-25666.9,-30027.7,0,-5767.79,49.71,945.97,3414.76,4360.73,85.48,88.63
44301.81,0.01,96.56,96.45,96.64,170.09,170.02,167.61,-113.43,227.96,-26850.8,-25860.9,-35556.5,0,-5751.65,59.03,989.92,8705.67,9695.59,72.73,75.52
44301.81,0.01,97.21,97.25,97.43,168.82,169.45,166.74,-120.42,227.38,-28398.1,-27382.5,-31881.5,0,-5761.48,52.84,1015.61,3483.45,4499.06,85.89,89.07
44301.81,0.01,96.79,96.41,97.23,168.99,170.15,167.92,-120.56,226.61,-28301.4,-27322.5,-32519.5,0,-5745.63,54.05,978.89,4218.14,5197.02,84.02,87.03
44301.81,0.01,96.66,96.59,96.87,167.28,168.87,165.87,-116.83,225.56,-27342.7,-26358,-37752.4,0,-5745.77,62.74,984.67,10409.8,11394.4,69.82,72.43
44301.81,0.01,95.33,95.32,95.88,169.27,169.9,167.08,-113.85,223.56,-26420.8,-25455.4,-30205.8,0,-5743.31,50.22,965.42,3785,4750.42,84.27,87.47
44301.81,0.01,96.03,96.19,96.48,169.9,170.66,167.49,-121.92,223.84,-28331.1,-27294.7,-35999.4,0,-5747.49,59.81,1036.32,7668.36,8704.68,75.82,78.7
44301.81,0.01,96.88,96.84,96.95,168.36,168.6,166.47,-123.02,224.4,-28550.3,-27611.2,-34227.6,0,-5748.08,56.86,939.17,5677.25,6616.42,80.67,83.41
44301.81,0.01,96.08,95.94,96.12,168.59,169.2,167.31,-116.92,223.86,-27181.3,-26176.5,-32596.3,0,-5743.3,54.2,1004.77,5415.03,6419.8,80.31,83.39
44301.81,0.01,95.35,95.28,95.68,169.23,170.33,167.08,-114.87,222.87,-26598.2,-25604.1,-36668.7,0,-5765.26,60.74,994.13,10070.5,11064.6,69.83,72.54
44301.81,0.01,96.3,96.26,96.66,168.48,169.2,166.34,-121.44,223.64,-28143.6,-27162.5,-31437.6,0,-5748.64,52.22,981.06,3294.06,4275.13,86.4,89.52
44301.81,0.01,95.56,95.51,95.92,169,169.07,167.61,-116.98,223.42,-27089.4,-26140.3,-33186.5,0,-5760.91,55.01,949.12,6097.13,7046.24,78.77,81.63
44301.81,0.01,95.92,95.95,96.24,169.53,170.25,167.78,-121.88,223.05,-28116.5,-27189.3,-36975.3,0,-5763.02,61.27,927.18,8858.82,9786,73.53,76.04
44301.81,0.01,95.77,95.56,96,167.84,169.44,166.65,-115.87,223.22,-26828.6,-25866.5,-29606.6,0,-5748.42,49.18,962.08,2778.04,3740.12,87.37,90.62
44301.81,0.01,96.04,95.88,96.32,169.15,169.81,167.26,-120.75,223.37,-27961.4,-26974.8,-37550.1,0,-5778.24,62.06,986.52,9588.75,10575.3,71.84,74.46
44301.81,0.01,95.83,96.06,95.85,168.64,168.65,165.66,-114.3,223.22,-26526.2,-25518.4,-32615.3,0,-5779.91,53.89,1007.85,6089.06,7096.91,78.24,81.33
44301.81,0.01,95.6,95.15,95.73,170.47,170.78,169.3,-118.2,223.29,-27415.4,-26397.9,-30657,0,-5768.89,50.75,1017.47,3241.61,4259.09,86.11,89.43
44301.81,0.01,96.64,96.65,96.67,168.97,169.26,167.41,-121.86,224.32,-28406,-27341,-39922.4,0,-5742.73,66.38,1065.06,11516.4,12581.5,68.49,71.15
44301.81,0.01,95.48,95.5,95.97,168.62,169.58,166.91,-113.39,223.82,-26378,-25382.5,-27492.5,0,-5744.15,45.7,995.53,1114.45,2109.98,92.33,95.95
44301.81,0.01,96.93,97.04,97.44,169.23,170.48,168.27,-127.4,225.31,-29782.7,-28707.4,-35344.1,0,-5748.74,58.71,1075.25,5561.47,6636.72,81.22,84.26
44301.81,0.01,96.67,96.62,96.93,169,169.32,166.36,-119.76,224.94,-27948.5,-26943.2,-40297.8,0,-5742.27,67.01,1005.21,12349.3,13354.5,66.86,69.35
44301.81,0.01,96.59,96.4,96.55,167.8,168.25,166.69,-116.73,224.8,-27203.4,-26246,-26818.6,0,-5762.31,44.44,957.43,-384.84,572.59,97.87,101.44
44301.81,0.01,95.47,95.75,96.13,169.89,170.85,168.37,-117.71,224.51,-27355.5,-26429.2,-37982.3,0,-5804.35,62.49,926.25,10626.8,11553,69.58,72.02
44301.81,0.01,96.4,96.57,96.76,168.84,169.73,167.28,-120.09,224.72,-27996.3,-26990.9,-35689.5,0,-5778.27,58.98,1005.42,7693.2,8698.62,75.63,78.44
44301.81,0.01,96.37,96.29,96.84,169.13,169.82,167.33,-120.64,224.96,-28145,-27143,-29527.2,0,-5746.36,49.07,1002.02,1382.26,2384.28,91.93,95.32
44301.81,0.01,96.58,96.65,96.74,168.72,169.2,166.33,-119.97,225.16,-27967,-27016.9,-36949.7,0,-5749.42,61.37,950.06,8982.7,9932.76,73.12,75.69
44301.81,0.01,95.87,95.65,96.13,168.31,169.15,167.17,-114.23,224.03,-26546.1,-25593.7,-31960.1,0,-5759.9,52.99,952.44,5413.97,6366.41,80.08,83.06
44301.81,0.01,96.39,96.08,96.59,168.95,169.53,167.4,-119.77,224.36,-27879.6,-26875,-32426.9,0,-5763.34,53.73,1004.58,4547.23,5551.81,82.88,85.98
44301.81,0.01,95.84,95.87,96.03,169.37,170.58,167.47,-117.85,223.94,-27421.2,-26394.8,-37395.6,0,-5767.12,61.92,1026.4,9974.45,11000.8,70.58,73.33
44301.81,0.01,96.57,96.73,96.85,167.94,168.74,166.37,-119.87,224.77,-27922.8,-26946.8,-28917.9,0,-5741.91,48.09,975.99,995.13,1971.12,93.18,96.56
44301.81,0.01,95.78,95.89,96.18,169.07,169.45,167.19,-116.68,224.25,-27142.3,-26169.2,-37638.1,0,-5745.78,62.55,973.05,10495.8,11468.9,69.53,72.11
44301.81,0.01,96.07,95.86,96.01,169.16,169.69,167.77,-117.48,223.78,-27270.9,-26295.5,-33379.4,0,-5783.4,55.11,975.35,6108.57,7083.91,78.78,81.7
44301.81,0.01,96.05,96.07,96.65,168.8,169.71,167.7,-120.35,224.4,-27984.3,-27010.1,-30338.7,0,-5743.87,50.44,974.27,2354.33,3328.6,89.03,92.24
44301.81,0.01,96.66,96.73,96.85,169.01,170.08,167.43,-122.74,224.71,-28614.6,-27585.1,-39157.5,0,-5762.44,64.89,1029.55,10542.9,11572.4,70.45,73.08
44301.81,0.01,96.09,96.4,96.21,167.49,168.37,165.41,-112.91,224.54,-26377.8,-25362.6,-29674.4,0,-5747.42,49.3,1015.18,3296.52,4311.7,85.47,88.89
44301.81,0.01,95.71,95.65,96.27,170.31,171.28,168.34,-120.29,223.87,-27927.9,-26936.1,-34893.1,0,-5781.73,57.63,991.72,6965.26,7956.99,77.2,80.04
44301.81,0.01,96.4,96.35,96.61,168.85,169.61,166.91,-120.22,224.54,-28004.9,-26998.7,-37263.3,0,-5778.87,61.58,1006.21,9258.37,10264.6,72.45,75.15
44301.81,0.01,96.49,96.43,97.03,168.45,169.6,167.15,-120.55,224.95,-28155.8,-27121.1,-29130.6,0,-5765.51,48.25,1034.77,974.73,2009.5,93.1,96.65
44301.81,0.01,96.39,96.45,96.82,168.04,169.77,166.87,-120.31,224.85,-28029.5,-27056.5,-37846.2,0,-5745.06,62.91,972.93,9816.71,10789.6,71.49,74.06
44301.81,0.01,96.13,96,96.23,168.48,169.61,167.5,-117.06,224.19,-27261.6,-26247.5,-31826.5,0,-5744.3,52.91,1014.14,4564.91,5579.05,82.47,85.66
44301.81,0.01,96.48,96.42,96.71,168.59,169.21,166.7,-120.34,224.61,-28063.3,-27033.1,-34086.3,0,-5766.49,56.45,1030.11,6023.07,7053.18,79.31,82.33
44301.81,0.01,95.83,95.77,96.16,169.31,169.84,167.39,-117.15,224.26,-27153.7,-26274,-36046.7,0,-5745.49,59.91,879.68,8893.06,9772.75,72.89,75.33
44301.81,0.01,96.74,96.64,96.86,168.51,169.23,167.37,-122.55,224.75,-28550.4,-27544.1,-31396.4,0,-5762.33,52.03,1006.25,2846.05,3852.3,87.73,90.94
44301.81,0.01,96.15,96.17,96.57,168.65,169.56,167.26,-118.17,224.6,-27510.6,-26546,-36430.7,0,-5748.57,60.52,964.6,8920.08,9884.68,72.87,75.51
44301.81,0.01,96.28,96.45,96.73,169.02,169.51,166.52,-119.93,224.51,-27910.5,-26930.5,-32787.9,0,-5745.6,54.49,980.01,4877.32,5857.33,82.14,85.12
44301.81,0.01,95.73,95.62,95.96,168.96,169.54,167.06,-114.83,223.95,-26695.8,-25718.4,-32059.2,0,-5762.81,53.12,977.34,5363.38,6340.72,80.22,83.27
44301.81,0.01,96.47,96.18,96.6,169.83,169.83,167.84,-121.81,224.39,-28374.1,-27337.1,-36732.9,0,-5782.03,60.67,1037,8358.84,9395.84,74.42,77.24
44301.81,0.01,96.37,96.43,96.57,168.28,168.93,166.19,-118.2,224.61,-27508.4,-26550.7,-29938.6,0,-5744.9,49.76,957.67,2430.16,3387.83,88.68,91.88
44301.81,0.01,96.22,96.45,96.67,169,170.11,167.43,-121.75,224.52,-28360.3,-27338.4,-37964.8,0,-5744.68,63.11,1021.93,9604.43,10626.4,72.01,74.7
44301.81,0.01,96.06,96.14,96.36,168.66,169.16,166.54,-116.62,224.36,-27152.2,-26169.7,-32092.5,0,-5746.18,53.33,982.55,4940.3,5922.85,81.54,84.61
44301.81,0.01,96.13,96.22,96.56,169.65,170.38,167.7,-120.69,224.32,-28067.8,-27077.8,-33590,0,-5800.32,55.3,989.97,5522.25,6512.22,80.61,83.56
44301.81,0.01,96.17,96.39,96.54,168.64,169.43,166.83,-119.2,224.66,-27751,-26782.2,-37164.8,0,-5744.84,61.78,968.81,9413.8,10382.6,72.06,74.67
44301.81,0.01,96.69,96.53,96.95,168.8,169.76,167.27,-121.61,224.94,-28331.6,-27358.9,-29619.5,0,-5763.29,49.08,972.69,1287.84,2260.53,92.37,95.65
44301.81,0.01,95.86,96.03,96.08,167.46,168.79,165.63,-112.9,224.29,-26272.5,-25324.6,-36608.8,0,-5748.78,60.81,947.9,10336.3,11284.2,69.18,71.77
44301.81,0.01,95.93,96.09,96.51,169.6,170.51,167.66,-120.43,223.99,-27974.5,-26979.9,-32836.4,0,-5760.94,54.43,994.53,4861.99,5856.51,82.16,85.19
44301.81,0.01,96.53,96.41,96.75,169.2,169.51,167.27,-121.38,224.69,-28274.1,-27274.8,-31845.5,0,-5746.85,52.92,999.32,3571.42,4570.74,85.65,88.79
44301.81,0.01,96.4,95.85,96.38,168.76,168.98,167.64,-118.41,224.4,-27569,-26575.1,-39338.8,0,-5747.86,65.36,993.85,11769.8,12763.7,67.55,70.08
44301.81,0.01,96.04,95.84,96.13,168.07,169.01,166.8,-115.13,224,-26759.4,-25791.7,-28183.2,0,-5760.24,46.72,967.75,1423.76,2391.52,91.51,94.95
44301.81,0.01,96.22,95.92,96.42,169.31,170.33,168.1,-121.51,223.99,-28214.5,-27223.9,-35713.6,0,-5747.96,59.33,990.62,7499.1,8489.73,76.23,79
44301.81,0.01,96.55,96.71,96.81,168.39,168.59,166.19,-119.46,224.86,-27843.6,-26865.4,-36449.6,0,-5763.85,60.39,978.21,8606.02,9584.23,73.71,76.39
44301.81,0.01,96.03,96.1,96.22,169.31,169.25,167.29,-117.25,224.15,-27311.6,-26285,-29539.1,0,-5760.86,48.96,1026.58,2227.54,3254.12,88.98,92.46
44301.81,0.01,95.98,95.79,96.31,168.71,169.3,167.53,-117.43,224.08,-27274.9,-26318.4,-37956.5,0,-5747.81,63.06,956.49,10681.6,11638.1,69.34,71.86
