ts_norm1 G1 Narrow {Start Time of Norm. Analysis} [Europe/London],Δt_norm1 G1 Narrow/s {Duration of Norm. Analysis},U_trms1 G2 Wide/V {RMS of U},U_trms2 G2 Wide/V {RMS of U},U_trms3 G2 Wide/V {RMS of U},I_trms1 G2 Wide/A {RMS of I},I_trms2 G2 Wide/A {RMS of I},I_trms3 G2 Wide/A {RMS of I},I_dc1 G1 Wide/A {DC Value of I},U_dc1 G1 Wide/V {DC Value of U},P_AC_{scr},P_DC_{scr},P_mech_{scr},SPEED_{scr},Speed,Torque_{scr},Loss_inv_{scr},Loss_mtr_{scr},Loss_sys_{scr},Eff_sys_{scr},Eff_mtr_{scr}
44301.81,0.01,99.68,99.32,99.23,37.25,38.42,37.79,2.11,223.51,307.85,470.55,-2280.24,0,-4013.56,5.43,162.7,2588.09,2750.79,20.64,13.5
44301.81,0.01,99.76,99.42,99.68,36.27,37.51,36.72,2.27,223.44,346.68,506.9,-3297.5,0,-3994.23,7.88,160.22,3644.18,3804.4,15.37,10.51
44301.81,0.01,99.67,99.54,99.1,37.34,37.78,37.74,1.32,223.5,131.41,294.15,-2009.6,0,-3997.6,4.8,162.75,2141,2303.75,14.64,6.54
44301.81,0.01,99.66,99.2,99.03,37.54,39.12,38.23,1.66,223.61,207.64,369.92,-2367.68,0,-4010.93,5.64,162.28,2575.32,2737.6,15.62,8.77
44301.81,0.01,99.61,99.33,99.38,36.61,37.57,36.43,1.54,223.66,197.03,343.6,-2111.1,0,-4011.49,5.03,146.57,2308.13,2454.7,16.28,9.33
44301.81,0.01,99.77,99.37,99.62,36.46,37.48,36.7,1.28,223.61,135.93,286.06,-3102.3,0,-4008.45,7.39,150.13,3238.23,3388.36,9.22,4.38
44301.81,0.01,100.03,99.47,98.19,38.63,39.81,39.05,1.65,223.46,202.76,367.51,-2684.99,0,-3996.16,6.42,164.76,2887.75,3052.51,13.69,7.55
44301.81,0.01,99.17,99.28,100.69,35.99,36.16,34.99,1.07,223.88,89.86,237.96,-1929.44,0,-3998.5,4.61,148.1,2019.3,2167.4,12.33,4.66
44301.81,0.01,99.88,99.2,99.32,37.21,38.58,37.45,0.75,223.93,24.2,167.53,-3234.58,0,-3996.74,7.73,143.33,3258.79,3402.11,5.18,0.75
44301.81,0.01,99.88,99.34,99.53,36.7,38,36.89,1.72,223.72,216.24,383.57,-2253.97,0,-4008.84,5.37,167.33,2470.21,2637.54,17.02,9.59
44301.81,0.01,99.8,99.45,99.55,36.39,37.07,36.39,1.94,223.71,292.17,432.22,-2569.57,0,-3996.75,6.14,140.05,2861.74,3001.79,16.82,11.37
44301.81,0.01,99.91,99.33,98.42,39.23,40.44,39.6,0.81,223.61,23.31,180.79,-2293.95,0,-4013.3,5.46,157.49,2317.25,2474.74,7.88,1.02
44301.81,0.01,99.91,99.35,99.41,36.84,38.57,37.39,0.86,223.68,41.84,190.94,-2863.75,0,-3995.07,6.85,149.09,2905.59,3054.68,6.67,1.46
44301.81,0.01,99.11,99.11,100.44,36.23,36.45,35.96,1.37,223.77,161.54,305.22,-2805.89,0,-3995.13,6.71,143.68,2967.43,3111.11,10.88,5.76
44301.81,0.01,99.77,99.49,99.17,37.46,38.56,38.15,1.55,223.56,186.57,346.22,-2347.18,0,-4010.84,5.59,159.65,2533.75,2693.4,14.75,7.95
44301.81,0.01,99.9,99.73,99.54,35.69,36.59,36.41,2.52,223.61,421.34,562.73,-2534.15,0,-3998.91,6.05,141.39,2955.49,3096.88,22.21,16.63
44301.81,0.01,99.37,99.07,99.08,37.89,39.28,38.5,0.37,223.58,-57.42,81,-2127.68,0,-3994.88,5.09,138.42,2070.26,2208.67,3.81,2.7
44301.81,0.01,100.09,99.71,98.47,37.2,38.57,38.49,2.15,223.39,324.58,478.49,-2811.82,0,-3995.03,6.72,153.91,3136.39,3290.3,17.02,11.54
44301.81,0.01,99.49,99.51,100.52,34.89,35.23,34.95,2.09,223.53,311.98,466.51,-2437.34,0,-3997.26,5.82,154.53,2749.32,2903.85,19.14,12.8
44301.81,0.01,99.36,99.19,98.78,38.55,39,38.93,1.42,223.35,171.34,317.28,-2535.22,0,-4013.45,6.03,145.93,2706.57,2852.5,12.51,6.76
44301.81,0.01,99.85,99.63,98.54,37.98,38.47,38.38,1.51,223.42,181.16,337.46,-2430.66,0,-3993.44,5.81,156.3,2611.82,2768.12,13.88,7.45
44301.81,0.01,99.38,99.25,100.26,35.54,36.28,35.58,1.08,223.56,78.45,240.95,-2961.01,0,-4013.69,7.04,162.5,3039.46,3201.96,8.14,2.65
44301.81,0.01,99.42,99.14,99.3,37.82,38.97,38.28,1.77,223.37,239.42,395.45,-2483.25,0,-3996.94,5.93,156.03,2722.67,2878.7,15.92,9.64
44301.81,0.01,99.76,99.49,99.49,36.36,36.67,35.75,1.94,223.49,296.53,433.78,-2640.39,0,-4013.35,6.28,137.24,2936.92,3074.17,16.43,11.23
44301.81,0.01,99.74,99.18,99.49,37.34,38.46,37.57,0.37,223.55,-65.91,82.83,-2183.47,0,-3994.33,5.22,148.74,2117.56,2266.3,3.79,3.02
44301.81,0.01,100,99.31,98.35,38.71,39.77,39.1,1.48,223.39,169.34,328.88,-2174.43,0,-3996,5.2,159.53,2343.77,2503.31,15.12,7.79
44301.81,0.01,99.45,99.41,100.61,35.24,35.72,34.62,0.76,223.74,41.07,169.7,-2436.51,0,-4013.94,5.8,128.63,2477.58,2606.21,6.96,1.69
44301.81,0.01,100,99.08,98.55,37.48,39.22,38.04,0.83,223.55,20.75,184.4,-3230.94,0,-3997.37,7.72,163.65,3251.69,3415.34,5.71,0.64
44301.81,0.01,100.62,98.79,100.33,50.07,51.01,51.32,-38.99,228.22,-9146.08,-8900.78,-8738.95,0,-3987.94,20.93,245.31,-407.13,-161.82,101.85,104.66
44301.81,0.01,101.84,101.69,101.65,49.54,49.6,49.06,-39.09,234.24,-9464.88,-9155.74,-13162.3,0,-3997.92,31.44,309.14,3697.43,4006.57,69.56,71.91
44301.81,0.01,102.09,101.54,101.92,50.43,50.64,50.58,-38.43,237.13,-9364.44,-9114.83,-14242.1,0,-4020.45,33.83,249.61,4877.67,5127.28,64,65.75
44301.81,0.01,102.07,101.74,101.8,49.17,49.76,49.67,-37.88,235.35,-9130.11,-8914.99,-13054.3,0,-3996.5,31.19,215.12,3924.17,4139.3,68.29,69.94
44301.81,0.01,101.4,101.27,101.29,50.02,49.9,49.39,-39.27,232.57,-9333.94,-9136.05,-14373,0,-4000.44,34.31,197.89,5039.07,5236.96,63.56,64.94
44301.81,0.01,100.6,100.23,100.33,51.84,51.43,51.89,-40.35,229.26,-9456.49,-9249.45,-9743.96,0,-4029.04,23.09,207.05,287.47,494.51,94.92,97.05
44301.81,0.01,100.03,100.05,100.08,49.55,49.63,49.47,-39.98,226.3,-9232.79,-9049.7,-12737.7,0,-3999.96,30.41,183.09,3504.91,3688,71.05,72.48
44301.81,0.01,99.46,99.35,99.33,50.24,50.14,49.74,-41.15,223.3,-9387.24,-9189.98,-11701.3,0,-3994.18,27.98,197.26,2314.05,2511.3,78.54,80.22
44301.81,0.01,98.98,98.49,98.63,50.29,50.33,50.53,-40.37,221.11,-9142.16,-8926.62,-11967.7,0,-4009.06,28.51,215.55,2825.5,3041.04,74.59,76.39
44301.81,0.01,98.6,98.57,98.53,49.49,49.25,49.18,-40.29,220.26,-9058.58,-8874.76,-11763.8,0,-4010.85,28.01,183.82,2705.19,2889.01,75.44,77
44301.81,0.01,98.7,98.56,98.64,50.28,50.35,49.71,-42.4,220.02,-9533.69,-9329.7,-12898.6,0,-4026.37,30.59,203.98,3364.87,3568.86,72.33,73.91
44301.81,0.01,98.61,98.34,98.48,50.74,50.42,50.58,-41.33,219.99,-9295.93,-9092.21,-12459.4,0,-4023.65,29.57,203.72,3163.46,3367.18,72.97,74.61
44301.81,0.01,98.6,98.45,98.7,50.24,50.39,49.9,-41.25,220.39,-9303.42,-9091.39,-11929,0,-4011.61,28.4,212.03,2625.62,2837.65,76.21,77.99
44301.81,0.01,99.07,99,98.99,50.25,50.25,49.53,-42.14,221.17,-9537.44,-9321.28,-12811.6,0,-3998.11,30.6,216.16,3274.2,3490.36,72.76,74.44
44301.81,0.01,99,98.63,99.07,50.64,50.78,50.22,-41.74,221.52,-9454.96,-9246.44,-11148.9,0,-3995.64,26.65,208.52,1693.9,1902.43,82.94,84.81
44301.81,0.01,99.04,98.95,99.1,49.05,49.34,49.15,-40.42,221.86,-9154.52,-8968.63,-13400,0,-4008.73,31.92,185.88,4245.46,4431.34,66.93,68.32
44301.81,0.01,99.22,99.04,99.12,51.25,51.05,50.39,-42.38,222.45,-9670.32,-9428.47,-12292.4,0,-4025.59,29.16,241.85,2622.08,2863.94,76.7,78.67
44301.81,0.01,99.32,98.84,99.19,50.91,51.07,50.7,-40.57,222.93,-9265.81,-9044.83,-11430.6,0,-3999.67,27.29,220.99,2164.74,2385.73,79.13,81.06
44301.81,0.01,99.43,99.42,99.42,50.03,50.07,49.65,-40.76,223.62,-9336.14,-9115.34,-13252.2,0,-4024.03,31.45,220.8,3916.06,4136.85,68.78,70.45
44301.81,0.01,99.79,99.61,99.57,50.24,49.87,49.62,-41.14,224.04,-9441.08,-9216.58,-12060.9,0,-3995.97,28.82,224.5,2619.8,2844.3,76.42,78.28
44301.81,0.01,99.54,99.17,99.22,50.56,50.75,50.65,-39.92,224.22,-9173.84,-8952.1,-11552.2,0,-3996.83,27.6,221.75,2378.36,2600.11,77.49,79.41
44301.81,0.01,99.57,99.54,99.57,49.8,49.95,49.47,-40.21,224.42,-9239.97,-9023.56,-11904.6,0,-4011.82,28.34,216.41,2664.64,2881.05,75.8,77.62
44301.81,0.01,99.64,99.55,99.58,50.51,50.66,49.74,-41.17,224.43,-9469.27,-9240.89,-13629.7,0,-3993.8,32.59,228.38,4160.39,4388.76,67.8,69.48
44301.81,0.01,99.39,99.2,99.3,51.17,51.13,51.03,-41,224.37,-9407.12,-9199.32,-11069.3,0,-3997.22,26.44,207.8,1662.21,1870.01,83.11,84.98
44301.81,0.01,99.59,99.66,99.58,49.21,49.33,48.75,-39.56,224.34,-9085.78,-8874.74,-11888.5,0,-3998,28.4,211.03,2802.75,3013.78,74.65,76.42
44301.81,0.01,99.55,99.25,99.37,51.09,50.83,50.29,-40.98,224.17,-9406.84,-9186.12,-13171.6,0,-3996.86,31.47,220.72,3764.79,3985.51,69.74,71.42
44301.81,0.01,99.48,99.31,99.24,50.63,50.1,50.01,-39.99,223.95,-9179.42,-8957.08,-11045.8,0,-3994.28,26.41,222.34,1866.36,2088.7,81.09,83.1
44301.81,0.01,99.58,99.44,99.56,50.28,50.11,49.65,-41.44,223.92,-9482.75,-9279.99,-13241.9,0,-3996.4,31.64,202.75,3759.19,3961.94,70.08,71.61
44301.81,0.01,99.62,99.34,99.36,51.03,50.71,50.45,-41.35,223.89,-9494.03,-9259.04,-11840.3,0,-4013.91,28.17,235,2346.27,2581.26,78.2,80.18
44301.81,0.01,99.56,99.21,99.33,50.27,50.02,50.33,-40.79,223.71,-9324.89,-9126.22,-12232.4,0,-3994.34,29.24,198.66,2907.54,3106.2,74.61,76.23
44301.81,0.01,99.47,99.46,99.38,49.23,49.07,48.99,-39.35,223.58,-8998.8,-8799.13,-11806,0,-4009.77,28.12,199.67,2807.19,3006.86,74.53,76.22
44301.81,0.01,99.6,99.09,99.38,51.27,51.51,51.43,-42.14,223.65,-9665.12,-9425.7,-13367.2,0,-3997.05,31.94,239.42,3702.07,3941.49,70.51,72.3
44301.81,0.01,99.38,99.16,99.32,50.22,50.77,50.49,-40.93,223.71,-9357.4,-9157.8,-11053.8,0,-4027.43,26.21,199.6,1696.44,1896.05,82.85,84.65
44301.81,0.01,99.53,99.51,99.48,49.22,49.13,48.95,-39.78,223.63,-9087.83,-8895.23,-13355.1,0,-4007.83,31.82,192.6,4267.28,4459.88,66.61,68.05
44301.81,0.01,99.4,99.12,99.33,51.18,51.32,50.86,-41.39,223.63,-9471.21,-9256.06,-12088.7,0,-4011.68,28.78,215.14,2617.5,2832.65,76.57,78.35
44301.81,0.01,99.26,99.02,99.16,50.76,50.8,50.68,-40,223.62,-9146.81,-8945.56,-11203.1,0,-4012.49,26.66,201.25,2056.31,2257.56,79.85,81.65
44301.81,0.01,99.64,99.6,99.44,49.85,49.62,49.27,-40.77,223.77,-9324.34,-9123.8,-13214.3,0,-4024.43,31.36,200.54,3889.95,4090.49,69.05,70.56
44301.81,0.01,99.45,99.35,99.31,50.81,50.61,50.43,-41.01,223.67,-9407.75,-9172.85,-12856.8,0,-4023.92,30.51,234.9,3449.07,3683.97,71.35,73.17
44301.81,0.01,99.08,99.02,99.13,50.8,50.74,50.58,-39.23,223.51,-8994.34,-8769.54,-10841.3,0,-4010.65,25.81,224.81,1846.96,2071.76,80.89,82.96
44301.81,0.01,99.62,99.58,99.64,50.23,49.92,49.1,-40.88,223.87,-9385.35,-9151.06,-12708,0,-4013.56,30.24,234.29,3322.68,3556.97,72.01,73.85
44301.81,0.01,99.59,99.19,99.37,50.78,51.07,50.69,-41.82,223.91,-9590.76,-9365.6,-12166.5,0,-3994.69,29.08,225.16,2575.73,2800.89,76.98,78.83
44301.81,0.01,99.26,99.28,99.22,50.43,50.31,50.18,-39.93,223.73,-9142.77,-8933.52,-12209.8,0,-3995.92,29.18,209.25,3067.01,3276.26,73.17,74.88
44301.81,0.01,99.7,99.25,99.44,50.13,50.32,49.85,-40.79,223.91,-9349.49,-9133.35,-11880.2,0,-3996.42,28.39,216.14,2530.67,2746.81,76.88,78.7
44301.81,0.01,99.35,99.09,99.25,51.12,51.16,50.89,-40.92,223.72,-9404.63,-9154.35,-12531.3,0,-3998.39,29.93,250.28,3126.69,3376.97,73.05,75.05
44301.81,0.01,99.3,99.24,99.32,50.37,50.38,50.19,-40.23,223.76,-9216.57,-9001.73,-12140.4,0,-3994.7,29.02,214.84,2923.78,3138.63,74.15,75.92
44301.81,0.01,99.81,99.6,99.63,49.53,49.61,49.6,-41.14,223.86,-9413.72,-9211.06,-11550.9,0,-3995.95,27.6,202.66,2137.22,2339.88,79.74,81.5
44301.81,0.01,99.4,98.99,99.33,51.43,51.44,51.24,-41.58,223.76,-9553.25,-9305.59,-13013.9,0,-3997.62,31.09,247.65,3460.62,3708.28,71.51,73.41
44301.81,0.01,99.44,99.34,99.31,50.13,49.84,49.99,-40.27,223.66,-9206.95,-9006.66,-11370,0,-3996.49,27.17,200.29,2163.09,2363.38,79.21,80.98
44301.81,0.01,99.72,99.62,99.58,49.37,49.29,48.69,-40.51,223.6,-9281.06,-9059.29,-13201.7,0,-3994.43,31.56,221.77,3920.62,4142.39,68.62,70.3
44301.81,0.01,99.29,99.01,99.08,51.93,51.42,51.54,-41.77,223.5,-9565.38,-9335.84,-11700,0,-4011.89,27.85,229.54,2134.61,2364.14,79.79,81.76
44301.81,0.01,99.57,99.44,99.29,49.34,49.12,49.17,-39.68,223.59,-9071.52,-8872.89,-11875.9,0,-4016.68,28.23,198.63,2804.42,3003.05,74.71,76.39
44301.81,0.01,99.36,99.19,99.23,51.04,50.92,50.34,-41.1,223.37,-9396.19,-9180.2,-12600.9,0,-3995.7,30.11,215.99,3204.71,3420.7,72.85,74.57
44301.81,0.01,99.14,98.91,98.92,50.87,50.36,50.78,-39.81,223.09,-9105.53,-8881.65,-11822.7,0,-4009.75,28.16,223.88,2717.22,2941.09,75.12,77.02
44301.81,0.01,99.45,99.5,99.31,49.25,49.01,48.96,-39.87,223.37,-9113.85,-8905.78,-11857.2,0,-4025.04,28.13,208.06,2743.33,2951.39,75.11,76.86
44301.81,0.01,99.3,99.07,99.19,51.5,51.43,50.81,-41.35,223.37,-9470.62,-9237.3,-12903,0,-4012.75,30.71,233.32,3432.34,3665.66,71.59,73.4
44301.81,0.01,99.4,99.09,99.15,50.58,50.52,50.23,-40.65,223.42,-9291.13,-9081.9,-12024.5,0,-3994.46,28.75,209.23,2733.42,2942.65,75.53,77.27
44301.81,0.01,99.33,99.41,99.32,49.52,49.43,48.86,-39.36,223.44,-8996.52,-8795.44,-11652.8,0,-4010.68,27.74,201.08,2656.3,2857.39,75.48,77.2
44301.81,0.01,99.45,99.21,99.19,51.89,51.33,50.8,-41.8,223.7,-9598.36,-9351.85,-13027.6,0,-3997.83,31.12,246.52,3429.19,3675.7,71.79,73.68
44301.81,0.01,99.52,99.16,99.38,50.53,50.73,50.25,-40.64,223.86,-9333.77,-9098.9,-10759.5,0,-3997.82,25.7,234.87,1425.71,1660.58,84.57,86.75
44301.81,0.01,99.5,99.46,99.5,49.19,49.28,49.07,-39.55,223.77,-9052.3,-8850.52,-13532.9,0,-3993.94,32.36,201.78,4480.63,4682.41,65.4,66.89
44301.81,0.01,99.59,99.27,99.46,51.6,51.26,50.95,-42.03,223.87,-9633.9,-9408.96,-11430.9,0,-3996.67,27.31,224.94,1797.01,2021.95,82.31,84.28
44301.81,0.01,99.4,99.21,99.36,50.41,50.68,50.55,-40.56,223.99,-9290.17,-9086.19,-12497.7,0,-4012.41,29.74,203.98,3207.59,3411.56,72.7,74.33
44301.81,0.01,99.59,99.52,99.57,49.94,50.23,49.48,-41.24,224.06,-9460.73,-9239.69,-12082.4,0,-3995.46,28.88,221.04,2621.63,2842.67,76.47,78.3
44301.81,0.01,99.84,99.67,99.53,50.26,50,50.18,-41.44,223.97,-9502.09,-9282.86,-12873.2,0,-4009.84,30.66,219.23,3371.09,3590.33,72.11,73.81
44301.81,0.01,99.44,98.99,99.39,50.14,50.6,50.53,-40.07,223.89,-9180.24,-8971.23,-11387.6,0,-3996.75,27.21,209.02,2207.33,2416.35,78.78,80.62
44301.81,0.01,99.65,99.58,99.6,50.1,49.93,49.4,-41.28,224.08,-9459.3,-9249.37,-12334.6,0,-3998.15,29.46,209.93,2875.33,3085.26,74.99,76.69
44301.81,0.01,99.61,99.38,99.56,50.76,50.81,50.48,-41.67,224.03,-9546.01,-9336.52,-13120.3,0,-4008.52,31.26,209.49,3574.29,3783.78,71.16,72.76
44301.81,0.01,99.41,99.14,99.19,50.41,50.37,50.78,-39.91,223.68,-9148.52,-8926.69,-11665.9,0,-3996.24,27.88,221.83,2517.37,2739.19,76.52,78.42
44301.81,0.01,99.53,99.51,99.35,49.9,49.78,49.14,-40.04,223.77,-9167.97,-8959.12,-12128.8,0,-3997.3,28.97,208.85,2960.82,3169.67,73.87,75.59
44301.81,0.01,99.54,99.16,99.34,50.88,50.98,50.58,-41.12,223.65,-9423.81,-9197.14,-12268.9,0,-3997.55,29.31,226.66,2845.08,3071.75,74.96,76.81
44301.81,0.01,99.38,99.05,99.14,50.28,50.31,50.24,-40.16,223.46,-9188.63,-8973.78,-11762.3,0,-4008.61,28.02,214.85,2573.64,2788.49,76.29,78.12
44301.81,0.01,99.4,99.38,99.39,50.12,50.07,49.41,-40.85,223.53,-9337.9,-9132.28,-12670.6,0,-4010.46,30.17,205.62,3332.7,3538.32,72.07,73.7
44301.81,0.01,99.55,99.24,99.16,50.9,50.36,50.51,-41.03,223.48,-9410.21,-9170.43,-12058.2,0,-4013.09,28.69,239.78,2648.03,2887.81,76.05,78.04
44301.81,0.01,99.28,99.02,99.13,50.62,50.59,50.44,-40.35,223.41,-9228.58,-9014.87,-12080.1,0,-4010.31,28.77,213.71,2851.52,3065.23,74.63,76.39
44301.81,0.01,99.56,99.35,99.37,49.99,49.72,49.29,-40.55,223.42,-9256.12,-9061.06,-11809.3,0,-3995,28.23,195.06,2553.14,2748.19,76.73,78.38
44301.81,0.01,99.68,98.98,99.51,51.02,51.15,51.11,-42.7,223.62,-9778.17,-9548.97,-13304.9,0,-3996.44,31.79,229.2,3526.76,3755.97,71.77,73.49
44301.81,0.01,99.43,99.33,99.33,50.11,50.12,50.09,-40.74,223.47,-9317.21,-9103.92,-11238.2,0,-3998.62,26.84,213.29,1921.01,2134.31,81.01,82.91
44301.81,0.01,99.4,99.28,99.39,49.96,49.72,49.43,-40.11,223.32,-9191.5,-8958.66,-13024.3,0,-4008.73,31.03,232.85,3832.81,4065.66,68.78,70.57
44301.81,0.01,99.49,99.12,99.09,51.35,51.18,51.07,-41.55,223.3,-9512.72,-9277.81,-12150.4,0,-3996.81,29.03,234.91,2637.73,2872.64,76.36,78.29
44301.81,0.01,99.3,99.24,99.27,50.2,50.1,50.08,-40,223.48,-9156.72,-8939.2,-11418,0,-3997.12,27.28,217.52,2261.24,2478.76,78.29,80.2
44301.81,0.01,99.55,99.43,99.41,50.35,50.25,49.88,-41.29,223.39,-9451.84,-9223.86,-12843.6,0,-4026.2,30.46,227.98,3391.74,3619.71,71.82,73.59
44301.81,0.01,99.37,98.91,99.17,50.91,51,50.82,-40.81,223.12,-9341.82,-9106.42,-12351.8,0,-4008.73,29.42,235.4,3009.96,3245.36,73.73,75.63
44301.81,0.01,99.11,99.14,99.07,50.23,50.01,50.02,-39.77,223.12,-9088.32,-8873.9,-11414.1,0,-3996.37,27.27,214.42,2325.75,2540.17,77.75,79.62
44301.81,0.01,99.35,99.29,99.21,50.77,50.73,50.06,-41.5,223.35,-9480.94,-9269.25,-12413.2,0,-4012.09,29.55,211.69,2932.24,3143.93,74.67,76.38
44301.81,0.01,99.42,99.18,99.16,51,50.5,50.27,-41.15,223.22,-9427.11,-9186.81,-13148.8,0,-4024.56,31.2,240.3,3721.67,3961.96,69.87,71.7
44301.81,0.01,99.12,99.08,99,49.98,50.01,49.96,-39.29,223.08,-8978.09,-8764.77,-11296.1,0,-3995.18,27,213.33,2317.98,2531.31,77.59,79.48
44301.81,0.01,99.51,99.41,99.33,50.11,50.07,49.33,-40.71,223.31,-9300.34,-9090.54,-12353.3,0,-3997.12,29.51,209.81,3052.94,3262.74,73.59,75.29
44301.81,0.01,99.24,98.87,99.15,51.89,51.65,51.25,-41.25,223.42,-9437.17,-9217.47,-12362.6,0,-4042.13,29.21,219.7,2925.44,3145.14,74.56,76.34
44301.81,0.01,99.18,99.23,99.29,50.13,50.26,49.82,-40.09,223.43,-9168.73,-8957.35,-11376.6,0,-3993.83,27.2,211.39,2207.92,2419.3,78.73,80.59
44301.81,0.01,99.7,99.35,99.45,50.02,50.13,49.67,-41.17,223.47,-9424.07,-9201.39,-13238.4,0,-4009.84,31.53,222.67,3814.36,4037.03,69.51,71.19
44301.81,0.01,99.23,98.68,99.15,51.21,51.62,51.54,-40.54,223.37,-9272.46,-9054.86,-11792.9,0,-4011.68,28.07,217.59,2520.49,2738.08,76.78,78.63
44301.81,0.01,99.35,99.21,99.39,50.58,50.9,50.6,-41.29,223.67,-9453.47,-9235.38,-12574.5,0,-4012.85,29.92,218.1,3120.98,3339.08,73.45,75.18
44301.81,0.01,99.81,99.69,99.76,49.74,49.84,49.13,-41.25,223.89,-9457.03,-9235.01,-12229.4,0,-3993.66,29.24,222.02,2772.4,2994.42,75.51,77.33
44301.81,0.01,99.49,99.06,99.16,51.37,50.88,51.27,-41.22,223.7,-9437.77,-9221.29,-12419.2,0,-3996.05,29.68,216.49,2981.39,3197.88,74.25,75.99
44301.81,0.01,99.29,99.31,99.33,49.5,49.58,49.29,-39.32,223.66,-9001.55,-8794.28,-11264.5,0,-3997.86,26.91,207.27,2262.95,2470.22,78.07,79.91
44301.81,0.01,99.42,99.22,99.32,51.33,50.98,50.82,-41.38,223.54,-9486.62,-9249.01,-13150.1,0,-3996.49,31.42,237.61,3663.51,3901.12,70.33,72.14
44301.81,0.01,99.19,98.98,99.03,51.81,51.4,51.66,-40.81,223.49,-9344.74,-9120.98,-12498.7,0,-4010.67,29.76,223.76,3153.98,3377.74,72.98,74.77
44301.81,0.01,99.46,99.47,100.1,76.54,77.23,76.85,-77.87,227.66,-18137.4,-17730,-16949.7,0,-4003.65,40.43,407.33,-1187.63,-780.3,104.6,107.01
44301.81,0.01,100.5,100.62,100.69,77.33,78.07,76.93,-79.29,229.96,-18645.7,-18235.3,-22008.3,0,-3999.72,52.54,410.4,3362.61,3773.01,82.86,84.72
44301.81,0.01,100.29,100.22,100.25,77.44,78.03,76.94,-78.34,229.76,-18373,-18001.5,-24941.8,0,-3987.73,59.73,371.45,6568.83,6940.28,72.17,73.66
44301.81,0.01,100.54,100.61,100.7,77.11,77.65,76.52,-78.81,229.77,-18490.8,-18110.6,-22893.7,0,-4025.38,54.31,380.24,4402.84,4783.09,79.11,80.77
44301.81,0.01,100.69,100.71,100.83,77.92,78.46,76.97,-80.27,229.79,-18849.2,-18448.3,-21280.4,0,-4015.08,50.61,400.88,2431.27,2832.15,86.69,88.58
44301.81,0.01,99.97,99.92,99.83,77.82,77.98,77.03,-78.11,228.72,-18222.9,-17866.2,-22394.4,0,-4016.46,53.24,356.65,4171.52,4528.16,79.78,81.37
44301.81,0.01,99.78,99.76,99.91,77.24,77.83,76.67,-78.39,227.47,-18218.4,-17834.5,-20694.2,0,-4010.92,49.27,383.84,2475.87,2859.71,86.18,88.04
44301.81,0.01,99.83,99.77,100.07,78.03,78.47,77.16,-82.05,226.1,-18921,-18554,-20143.6,0,-3995.89,48.14,366.98,1222.59,1589.57,92.11,93.93
44301.81,0.01,99.28,99.29,99.54,77.47,78.28,77.3,-81.04,224.79,-18594,-18220.2,-22508.5,0,-4010.29,53.6,373.83,3914.48,4288.31,80.95,82.61
44301.81,0.01,99.59,99.22,99.44,76.49,77.05,76.16,-81.09,223.99,-18547.3,-18167.3,-20979.5,0,-3994.63,50.15,380.01,2432.15,2812.16,86.6,88.41
44301.81,0.01,98.92,98.81,99.01,77.68,78.35,77.3,-81.87,223.12,-18632.8,-18272.5,-23109.4,0,-3994.52,55.25,360.34,4476.59,4836.94,79.07,80.63
44301.81,0.01,98.8,98.68,98.91,76.75,77.17,76.29,-80,222.83,-18200,-17830.8,-21328.8,0,-3998.05,50.94,369.16,3128.82,3497.99,83.6,85.33
44301.81,0.01,99.35,99.17,99.32,77.95,78.23,77.12,-83.31,223.07,-18967.9,-18589.8,-20207.8,0,-4013.52,48.08,378.06,1239.91,1617.97,91.99,93.86
44301.81,0.01,98.8,98.72,99.03,77.97,78.54,77.23,-82.44,222.81,-18724.9,-18372.9,-23367,0,-3994.89,55.86,351.97,4642.1,4994.07,78.63,80.13
44301.81,0.01,98.65,98.69,98.92,77.28,77.92,76.65,-81.11,222.57,-18409.2,-18056.7,-21926.8,0,-4010.16,52.21,352.47,3517.66,3870.13,82.35,83.96
44301.81,0.01,98.93,98.83,98.9,77.54,78.08,76.65,-81.91,222.62,-18597.8,-18239.8,-20889.7,0,-3995.57,49.93,358.07,2291.84,2649.91,87.31,89.03
44301.81,0.01,98.54,98.48,98.85,77.63,78.54,77.02,-81.4,222.63,-18499.2,-18126.2,-21747.3,0,-3999.98,51.92,373.01,3248.05,3621.05,83.35,85.06
44301.81,0.01,99.16,99.08,99.18,76.74,77.23,76.25,-81.57,223,-18575.5,-18195.3,-20511.8,0,-3994.2,49.04,380.21,1936.26,2316.48,88.71,90.56
44301.81,0.01,99,99.06,99.26,78.11,78.6,77.24,-82.74,223.23,-18823.3,-18476,-23045.5,0,-3996.1,55.07,347.34,4222.17,4569.51,80.17,81.68
44301.81,0.01,98.62,98.43,98.79,77.35,78.11,76.94,-79.61,223.28,-18157.5,-17778.2,-20905,0,-3997.61,49.94,379.27,2747.48,3126.75,85.04,86.86
44301.81,0.01,99.52,99.33,99.33,76.94,77.33,76.08,-81.29,223.73,-18579.2,-18190.4,-21163.5,0,-3998.14,50.55,388.8,2584.28,2973.08,85.95,87.79
44301.81,0.01,98.87,99,99.12,77.98,78.65,77.41,-81.75,223.69,-18636.8,-18291.1,-23028.6,0,-4009.2,54.85,345.67,4391.8,4737.46,79.43,80.93
